Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage_kmpl,Engine_CC,Power_bhp,Seats,Price_INR,Type of Car,Car Model,price rate,Car_Age,Avg_KM_Per_Year
Tata Indica Vista Quadrajet LX,Mumbai,2012,70000.0,Diesel,Manual,First,22.3,1248,74.0,5,593333.3333333333,Tata,Indica,Mid-range,7,10000.0
Audi Q3 30 TDI S Edition,Jaipur,2015,95000.0,Diesel,Manual,First,17.32,1968,138.13,5,1466666.6666666665,Audi,Q3,Luxury,4,23750.0
Honda City i DTEC SV,Jaipur,2014,66346.0,Diesel,Manual,First,26.0,1498,98.6,5,596666.6666666666,Honda,City,Mid-range,5,13269.2
Honda Amaze SX i-DTEC,Hyderabad,2015,69150.0,Diesel,Manual,First,25.8,1498,98.6,5,1741333.3333333335,Honda,Amaze,Luxury,4,17287.5
Hyundai i20 Asta Option 1.2,Bangalore,2016,31000.0,Petrol,Manual,First,18.6,1197,81.83,5,341666.6666666666,Hyundai,i20,Economy,3,10333.333333333334
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2013,49000.0,Diesel,Automatic,Second,18.12,1995,190.0,5,1882666.6666666665,BMW,5,Luxury,6,8166.666666666667
Honda Brio S MT,Kochi,2014,63058.0,Petrol,Manual,First,19.4,1198,86.8,5,358333.3333333334,Honda,Brio,Economy,5,12611.6
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Delhi,2016,22000.0,Diesel,Automatic,First,19.71,2143,201.15,5,2166666.666666667,Mercedes-Benz,New,Ultra-Luxury,3,7333.333333333333
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,73026.0,Petrol,Manual,First,16.47,1198,74.0,5,315000.0,Volkswagen,Polo,Economy,4,18256.5
Hyundai i10 Magna AT,Coimbatore,2011,21762.0,Petrol,Automatic,Second,19.2,1197,80.0,5,490666.66666666674,Hyundai,i10,Economy,8,2720.25
Hyundai Verna 1.6 SX VTVT,Coimbatore,2018,29738.0,Petrol,Manual,First,17.01,1591,121.3,5,932333.3333333333,Hyundai,Verna,Mid-range,1,29738.0
Hyundai i20 1.2 Magna Executive,Mumbai,2018,16053.0,Petrol,Manual,First,18.6,1197,81.83,5,568333.3333333333,Hyundai,i20,Mid-range,1,16053.0
BMW 5 Series 525d Sedan,Kochi,2012,61665.0,Diesel,Automatic,First,16.73,2993,218.0,5,943333.3333333334,BMW,5,Mid-range,7,8809.285714285714
Maruti Swift Dzire Vdi BSIV,Delhi,2015,51000.0,Diesel,Manual,First,19.3,1248,73.9,5,378000.0,Maruti,Swift,Economy,4,12750.0
Honda BRV i-DTEC V MT,Bangalore,2016,34820.0,Diesel,Manual,First,21.9,1498,98.6,7,981333.3333333333,Honda,BRV,Mid-range,3,11606.666666666666
Maruti Ertiga VXI,Mumbai,2018,12000.0,Petrol,Manual,First,17.5,1373,91.1,7,676666.6666666666,Maruti,Ertiga,Mid-range,1,12000.0
Maruti Swift Dzire VDI Optional,Hyderabad,2017,32287.0,Diesel,Manual,First,26.59,1248,74.0,5,525000.0,Maruti,Swift,Mid-range,2,16143.5
Toyota Etios Liva GD,Jaipur,2012,121134.0,Diesel,Manual,First,23.59,1364,95.25333333333333,5,408333.3333333333,Toyota,Etios,Economy,7,17304.85714285714
BMW X3 xDrive20d,Coimbatore,2015,74485.0,Diesel,Automatic,First,16.09,1995,184.0,5,1075000.0,BMW,X3,Luxury,4,18621.25
Chevrolet Beat Diesel LS,Chennai,2011,63000.0,Diesel,Manual,First,25.44,936,57.6,5,145000.0,Chevrolet,Beat,Economy,8,7875.0
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,53190.0,Diesel,Automatic,First,18.51,1968,147.51,5,1650000.0,Audi,Q3,Luxury,1,53190.0
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2016,26900.0,Diesel,Automatic,First,12.0,2987,224.0,7,3620666.666666667,Mercedes-Benz,GL-Class,Ultra-Luxury,3,8966.666666666666
BMW 3 Series GT 320d Sport Line,Hyderabad,2015,40000.0,Diesel,Automatic,First,19.59,1995,184.0,5,2331666.6666666665,BMW,3,Ultra-Luxury,4,10000.0
Hyundai Grand i10 Asta Option,Coimbatore,2016,40587.0,Petrol,Manual,First,18.9,1197,82.0,5,588333.3333333333,Hyundai,Grand,Mid-range,3,13529.0
Hyundai Grand i10 Asta,Hyderabad,2015,27000.0,Petrol,Manual,First,18.9,1197,82.0,5,516666.6666666667,Hyundai,Grand,Mid-range,4,6750.0
Toyota Etios Liva VD,Coimbatore,2016,29108.0,Diesel,Manual,First,23.59,1364,67.04,5,728333.3333333334,Toyota,Etios,Mid-range,3,9702.666666666666
Datsun GO T Petrol,Mumbai,2015,18000.0,Petrol,Manual,First,19.83,1198,67.0,5,246666.66666666663,Datsun,GO,Economy,4,4500.0
Maruti Ignis 1.2 Alpha,Kolkata,2017,10500.0,Petrol,Manual,First,20.89,1197,81.8,5,574666.6666666667,Maruti,Ignis,Mid-range,2,5250.0
Maruti A-Star Zxi,Chennai,2009,60000.0,Petrol,Manual,Third,19.0,998,66.1,5,161666.6666666667,Maruti,A-Star,Economy,10,6000.0
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,61000.0,Petrol,Automatic,Third,13.9,1799,130.3,5,1525000.0,Honda,Civic,Luxury,8,7625.0
Maruti Alto 800 LXI,Kolkata,2017,5000.0,Petrol,Manual,First,22.74,796,47.3,5,373666.6666666667,Maruti,Alto,Economy,2,2500.0
Jaguar XE 2.0L Diesel Prestige,Pune,2018,24001.0,Diesel,Automatic,First,13.6,1999,177.0,5,2433666.666666667,Jaguar,XE,Ultra-Luxury,1,24001.0
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2011,76000.0,Diesel,Manual,First,23.0,1396,90.0,5,221333.33333333334,Hyundai,i20,Economy,8,9500.0
Ford EcoSport 1.0 Ecoboost Titanium Plus,Hyderabad,2014,56000.0,Petrol,Manual,First,18.88,999,123.24,5,238000.00000000003,Ford,EcoSport,Economy,5,11200.0
Mahindra KUV 100 mFALCON G80 K4 5str,Mumbai,2016,30000.0,Petrol,Manual,First,18.15,1198,82.0,5,436666.6666666667,Mahindra,KUV,Economy,3,10000.0
Maruti Vitara Brezza VDi Option,Hyderabad,2017,44263.0,Diesel,Manual,First,24.3,1248,88.5,5,500333.3333333334,Maruti,Vitara,Mid-range,2,22131.5
Ford Figo Diesel ZXI,Hyderabad,2011,97899.0,Diesel,Manual,First,20.0,1399,68.0,5,346666.6666666667,Ford,Figo,Economy,8,12237.375
Volkswagen Vento Diesel Highline,Jaipur,2011,157301.0,Diesel,Manual,Second,20.54,1598,103.6,5,606333.3333333334,Volkswagen,Vento,Mid-range,8,19662.625
Ford Fiesta 1.4 SXI Duratorq,Jaipur,2008,135000.0,Diesel,Manual,First,17.8,1399,83.81666666666666,5,336666.6666666667,Ford,Fiesta,Economy,11,12272.727272727272
Fiat Avventura FIRE Dynamic,Pune,2016,35000.0,Petrol,Manual,Second,14.4,1368,88.8,5,623333.3333333334,Fiat,Avventura,Mid-range,3,11666.666666666666
Honda Civic 2006-2010 1.8 V MT,Pune,2009,106000.0,Petrol,Manual,First,13.5,1799,130.0,5,603333.3333333334,Honda,Civic,Mid-range,10,10600.0
Honda CR-V Diesel,Kolkata,2016,121590.0,Diesel,Manual,First,18.0,2000,148.0,5,918333.3333333334,Honda,CR-V,Mid-range,3,40530.0
Maruti Wagon R LXI,Delhi,2012,64692.0,Petrol,Manual,First,22.5,998,67.04,5,372000.0,Maruti,Wagon,Economy,7,9241.714285714286
Hyundai i10 Magna,Mumbai,2010,41000.0,Petrol,Manual,First,20.36,1197,78.9,5,351333.3333333333,Hyundai,i10,Economy,9,4555.555555555556
Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2018,25143.0,Diesel,Automatic,First,22.0,1498,108.495,5,771666.6666666666,Volkswagen,Ameo,Mid-range,1,25143.0
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51000.0,Diesel,Manual,First,20.54,1598,103.6,5,611666.6666666667,Volkswagen,Vento,Mid-range,8,6375.0
Hyundai Accent CRDi,Pune,2005,109000.0,Diesel,Manual,Second,13.1,1493,82.0,5,203333.3333333333,Hyundai,Accent,Economy,14,7785.714285714285
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,69062.0,Diesel,Manual,First,22.7,1498,89.84,5,1784333.3333333337,Ford,Ecosport,Luxury,4,17265.5
Jaguar XF 2.2 Litre Luxury,Kochi,2015,34386.0,Diesel,Automatic,First,16.36,2179,187.7,5,2761333.3333333335,Jaguar,XF,Ultra-Luxury,4,8596.5
Maruti Baleno Alpha 1.2,Delhi,2016,20185.0,Petrol,Manual,First,21.4,1197,83.1,5,661333.3333333334,Maruti,Baleno,Mid-range,3,6728.333333333333
Hyundai Grand i10 CRDi Magna,Hyderabad,2013,41585.0,Diesel,Manual,First,24.0,1120,70.0,5,439999.99999999994,Hyundai,Grand,Economy,6,6930.833333333333
Hyundai EON Era,Kolkata,2011,24000.0,Petrol,Manual,First,21.1,814,55.2,5,313333.3333333333,Hyundai,EON,Economy,8,3000.0
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2016,40000.0,Diesel,Automatic,First,15.0,2143,204.0,5,1813333.3333333333,Mercedes-Benz,E-Class,Luxury,3,13333.333333333334
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2012,37000.0,Diesel,Automatic,First,13.226666666666667,2987,165.0,5,2129000.0000000005,Mercedes-Benz,M-Class,Ultra-Luxury,7,5285.714285714285
Ford EcoSport 1.5 Diesel Titanium,Chennai,2015,67630.0,Diesel,Manual,First,23.0,1498,98.96,5,503333.3333333333,Ford,EcoSport,Mid-range,4,16907.5
Maruti Celerio VXI AT,Coimbatore,2016,24192.0,Petrol,Automatic,First,23.1,998,67.04,5,356666.6666666666,Maruti,Celerio,Economy,3,8064.0
Maruti Vitara Brezza VDi Option,Hyderabad,2017,32248.0,Diesel,Manual,First,24.3,1248,88.5,5,586666.6666666667,Maruti,Vitara,Mid-range,2,16124.0
Mahindra Xylo E9,Mumbai,2013,28000.0,Diesel,Manual,First,13.0,2179,120.0,8,1693666.6666666667,Mahindra,Xylo,Luxury,6,4666.666666666667
Hyundai Creta 1.6 SX Automatic,Kochi,2018,36471.0,Petrol,Automatic,First,14.8,1591,121.3,5,919000.0,Hyundai,Creta,Mid-range,1,36471.0
Honda Mobilio V i VTEC,Kochi,2015,69689.0,Petrol,Manual,First,17.3,1497,117.3,7,422000.0,Honda,Mobilio,Economy,4,17422.25
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Kochi,2015,69095.0,Diesel,Automatic,First,11.3,2987,254.8,7,4829333.333333333,Mercedes-Benz,GL-Class,Ultra-Luxury,4,17273.75
Hyundai i20 Magna,Kolkata,2010,46000.0,Petrol,Manual,First,18.5,1197,80.0,5,430000.0,Hyundai,i20,Economy,9,5111.111111111111
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2008,65000.0,Petrol,Automatic,Third,10.13,3498,364.9,5,1771666.6666666665,Mercedes-Benz,S,Luxury,11,5909.090909090909
Volkswagen Vento 1.5 TDI Highline,Chennai,2015,119258.0,Diesel,Manual,First,20.64,1498,108.5,5,311666.6666666667,Volkswagen,Vento,Economy,4,29814.5
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2015,38339.0,Diesel,Automatic,First,13.0,2143,201.1,5,2213999.9999999995,Mercedes-Benz,E-Class,Ultra-Luxury,4,9584.75
Toyota Etios V,Mumbai,2012,59503.0,Petrol,Manual,First,16.78,1496,88.73,5,523333.3333333333,Toyota,Etios,Mid-range,7,8500.42857142857
Tata Indica Vista Aqua TDI BSIII,Chennai,2010,93600.0,Diesel,Manual,Third,17.0,1405,71.0,5,461000.00000000006,Tata,Indica,Economy,9,10400.0
Volkswagen Passat 1.8 TSI MT,Coimbatore,2011,58865.0,Petrol,Manual,First,14.3,1798,160.0,5,661666.6666666667,Volkswagen,Passat,Mid-range,8,7358.125
Maruti Alto LXi,Coimbatore,2012,64631.0,Petrol,Manual,First,19.7,796,46.3,5,382333.33333333326,Maruti,Alto,Economy,7,9233.0
Skoda Laura 1.9 TDI MT Elegance,Pune,2007,124298.0,Diesel,Manual,Second,17.0,1896,105.0,5,451999.99999999994,Skoda,Laura,Economy,12,10358.166666666666
Maruti Wagon R LX,Jaipur,2003,50000.0,Petrol,Manual,Second,18.9,998,67.1,5,300000.0,Maruti,Wagon,Economy,16,3125.0
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2013,40001.0,Diesel,Manual,First,21.64,1461,84.8,5,391666.6666666666,Nissan,Sunny,Economy,6,6666.833333333333
Honda Brio VX,Bangalore,2015,62659.0,Petrol,Manual,First,19.4,1198,86.8,5,651000.0000000001,Honda,Brio,Mid-range,4,15664.75
Hyundai i10 Sportz,Kochi,2014,68138.0,Petrol,Manual,First,20.36,1197,78.9,5,498333.3333333333,Hyundai,i10,Economy,5,13627.6
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2014,34000.0,Diesel,Automatic,First,15.26,2143,203.2,5,2691666.666666667,Mercedes-Benz,M-Class,Ultra-Luxury,5,6800.0
Volkswagen Vento Petrol Comfortline,Mumbai,2013,67000.0,Petrol,Manual,First,15.04,1598,103.6,5,551666.6666666666,Volkswagen,Vento,Mid-range,6,11166.666666666666
Honda Mobilio S i DTEC,Delhi,2015,64141.0,Diesel,Manual,First,24.2,1498,98.6,7,838333.3333333333,Honda,Mobilio,Mid-range,4,16035.25
Maruti Alto LXI,Kolkata,2019,1000.0,Petrol,Manual,First,24.7,796,47.3,5,459333.3333333334,Maruti,Alto,Economy,0,inf
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2013,42000.0,Diesel,Automatic,First,13.0,2143,201.1,5,1628666.6666666665,Mercedes-Benz,E-Class,Luxury,6,7000.0
Honda City ZX VTEC Plus,Coimbatore,2009,76677.0,Petrol,Manual,Third,16.9,1497,100.0,5,646666.6666666666,Honda,City,Mid-range,10,7667.7
Audi A8 L 3.0 TDI quattro,Kochi,2013,66848.0,Diesel,Automatic,First,11.8,2967,246.7,5,1297999.9999999998,Audi,A8,Luxury,6,11141.333333333334
Hyundai Santro Xing GL,Ahmedabad,2007,78000.0,Petrol,Manual,First,17.833333333333332,1086,62.0,5,251666.66666666666,Hyundai,Santro,Economy,12,6500.0
Maruti Swift Dzire VDi,Delhi,2010,111166.0,Diesel,Manual,First,19.3,1248,73.9,5,291666.6666666666,Maruti,Swift,Economy,9,12351.777777777777
Hyundai Verna CRDi ABS,Chennai,2007,76000.0,Diesel,Manual,First,18.1,1493,110.0,5,243333.33333333334,Hyundai,Verna,Economy,12,6333.333333333333
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2012,94049.0,Diesel,Automatic,First,12.8,1968,167.6,5,751666.6666666666,Audi,Q5,Mid-range,7,13435.57142857143
BMW X1 sDrive20d,Ahmedabad,2014,47000.0,Diesel,Automatic,First,17.05,1995,184.0,5,1882999.9999999998,BMW,X1,Luxury,5,9400.0
Tata Indica DLS,Chennai,2006,140000.0,Diesel,Manual,Second,13.5,1405,75.33333333333333,5,180333.33333333334,Tata,Indica,Economy,13,10769.23076923077
Tata Nano XT,Delhi,2015,20047.0,Petrol,Manual,First,23.9,624,37.48,4,223333.33333333334,Tata,Nano,Economy,4,5011.75
BMW 7 Series 730Ld DPE Signature,Chennai,2017,16000.0,Diesel,Automatic,First,16.77,2993,261.49,5,3811999.9999999995,BMW,7,Ultra-Luxury,2,8000.0
Honda Brio 1.2 S MT,Chennai,2012,27000.0,Petrol,Manual,First,18.5,1198,86.8,5,748000.0,Honda,Brio,Mid-range,7,3857.1428571428573
Maruti Alto 800 2016-2019 LXI,Mumbai,2018,1001.0,Petrol,Manual,First,24.7,796,47.3,5,459333.3333333334,Maruti,Alto,Economy,1,1001.0
Hyundai i20 1.2 Sportz,Kolkata,2010,89312.0,Petrol,Manual,First,17.0,1197,80.0,5,253333.3333333333,Hyundai,i20,Economy,9,9923.555555555555
Hindustan Motors Contessa 2.0 DSL,Pune,1996,65000.0,Diesel,Manual,Second,14.1,1995,151.23333333333332,5,565000.0,Hindustan,Motors,Mid-range,23,2826.086956521739
Renault Duster 110PS Diesel RxZ,Pune,2012,93000.0,Diesel,Manual,Second,19.01,1461,108.45,5,471666.66666666657,Renault,Duster,Economy,7,13285.714285714286
Maruti Swift Dzire VDI,Kolkata,2013,48000.0,Diesel,Manual,First,23.4,1248,74.0,5,383333.3333333334,Maruti,Swift,Economy,6,8000.0
Maruti Dzire ZDI,Coimbatore,2014,64917.0,Diesel,Manual,First,28.4,1248,73.75,5,350666.6666666666,Maruti,Dzire,Economy,5,12983.4
Honda City i VTEC V,Jaipur,2017,19678.0,Petrol,Manual,First,17.8,1497,117.3,5,917333.3333333334,Honda,City,Mid-range,2,9839.0
Jaguar XF Diesel,Kolkata,2014,12000.0,Diesel,Automatic,First,14.74,2993,270.9,5,4848333.333333333,Jaguar,XF,Ultra-Luxury,5,2400.0
BMW 3 Series 320d Luxury Line,Delhi,2014,41309.0,Diesel,Automatic,First,18.88,1995,184.0,5,2247000.0,BMW,3,Ultra-Luxury,5,8261.8
BMW 3 Series Luxury Line,Coimbatore,2018,25038.0,Diesel,Automatic,First,21.76,1995,190.0,5,1961333.3333333333,BMW,3,Luxury,1,25038.0
Chevrolet Beat Diesel LS,Coimbatore,2016,68673.0,Diesel,Manual,First,25.44,936,56.3,5,355666.6666666667,Chevrolet,Beat,Economy,3,22891.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,26343.0,Diesel,Automatic,First,19.27,2143,167.62,5,3125666.666666667,Mercedes-Benz,New,Ultra-Luxury,1,26343.0
Maruti Omni E 8 Str STD,Bangalore,2005,81245.0,Petrol,Manual,Fourth & Above,16.8,796,34.2,8,208333.33333333334,Maruti,Omni,Economy,14,5803.214285714285
Nissan Micra Diesel XV,Delhi,2012,62100.0,Diesel,Manual,First,23.08,1461,63.1,5,686666.6666666667,Nissan,Micra,Mid-range,7,8871.42857142857
Volkswagen Vento Petrol Highline,Pune,2013,104000.0,Petrol,Manual,First,15.04,1598,103.6,5,375000.0,Volkswagen,Vento,Economy,6,17333.333333333332
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,114831.0,Diesel,Automatic,First,17.68,1968,174.33,5,615000.0,Audi,A6,Mid-range,5,22966.2
Fiat Linea Dynamic,Mumbai,2010,46000.0,Petrol,Manual,First,14.6,1368,88.7,5,610333.3333333333,Fiat,Linea,Mid-range,9,5111.111111111111
Hyundai Verna 1.6 SX,Jaipur,2014,80000.0,Diesel,Manual,First,22.32,1582,126.32,5,363333.3333333333,Hyundai,Verna,Economy,5,16000.0
Hyundai i20 Active 1.2 S,Kolkata,2016,9201.0,Petrol,Manual,First,17.19,1197,81.86,5,581666.6666666667,Hyundai,i20,Mid-range,3,3067.0
Honda Brio V MT,Kochi,2013,55311.0,Petrol,Manual,First,19.4,1198,86.8,5,455999.99999999994,Honda,Brio,Economy,6,9218.5
Honda Mobilio RS Option i DTEC,Coimbatore,2015,58217.0,Diesel,Manual,First,24.5,1498,98.6,7,819666.6666666667,Honda,Mobilio,Mid-range,4,14554.25
Mitsubishi Pajero Sport 4X4,Delhi,2013,70655.0,Diesel,Manual,First,13.5,2477,175.56,7,866666.6666666666,Mitsubishi,Pajero,Mid-range,6,11775.833333333334
Hyundai i10 Magna,Kolkata,2015,46000.0,Petrol,Manual,First,20.36,1197,78.9,5,430000.0,Hyundai,i10,Economy,4,11500.0
Tata Manza Club Class Quadrajet90 LS,Pune,2014,125000.0,Diesel,Manual,First,21.02,1248,88.8,5,281666.6666666666,Tata,Manza,Economy,5,25000.0
Renault Duster Adventure Edition,Mumbai,2014,59000.0,Diesel,Manual,First,19.01,1461,108.45,5,591666.6666666667,Renault,Duster,Mid-range,5,11800.0
Hyundai Verna CRDi 1.6 AT SX Plus,Mumbai,2013,66000.0,Diesel,Automatic,Second,22.0,1582,126.2,5,410333.3333333334,Hyundai,Verna,Economy,6,11000.0
Maruti Ritz VDi,Hyderabad,2009,82242.0,Diesel,Manual,First,21.1,1248,73.9,5,360000.0,Maruti,Ritz,Economy,10,8224.2
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2012,107281.0,Diesel,Manual,First,12.8,2494,102.0,8,1309666.6666666665,Toyota,Innova,Luxury,7,15325.857142857143
Tata Sumo EX 10/7 Str BSII,Chennai,2015,196000.0,Diesel,Manual,Second,12.2,1948,68.0,10,508333.3333333333,Tata,Sumo,Mid-range,4,49000.0
Audi Q3 35 TDI Quattro Premium Plus,Ahmedabad,2015,75000.0,Diesel,Automatic,First,15.17,1968,181.0,5,1314999.9999999998,Audi,Q3,Luxury,4,18750.0
Fiat Grande Punto 1.2 Emotion,Kolkata,2011,11791.0,Petrol,Manual,First,16.2,1172,68.0,5,670000.0,Fiat,Grande,Mid-range,8,1473.875
Hyundai Elantra SX,Ahmedabad,2013,46000.0,Petrol,Manual,First,16.3,1797,147.5,5,578333.3333333334,Hyundai,Elantra,Mid-range,6,7666.666666666667
Volkswagen Polo Diesel Trendline 1.2L,Pune,2011,81000.0,Diesel,Manual,Second,22.07,1199,73.9,5,596666.6666666667,Volkswagen,Polo,Mid-range,8,10125.0
Toyota Etios Cross 1.2L G,Coimbatore,2015,46950.0,Petrol,Manual,First,17.71,1197,78.8,5,366666.6666666666,Toyota,Etios,Economy,4,11737.5
Hyundai Grand i10 Asta Option,Chennai,2017,18000.0,Petrol,Manual,First,18.9,1197,82.0,5,533333.3333333333,Hyundai,Grand,Mid-range,2,9000.0
Mahindra Scorpio S4 7 Seater,Coimbatore,2016,95942.0,Diesel,Manual,First,15.4,2179,120.0,7,2138333.3333333335,Mahindra,Scorpio,Ultra-Luxury,3,31980.666666666668
Maruti Ciaz VXi Plus,Kochi,2016,42925.0,Petrol,Manual,First,20.73,1373,91.1,5,568000.0,Maruti,Ciaz,Mid-range,3,14308.333333333334
Ford Figo Petrol Titanium,Hyderabad,2014,33750.0,Petrol,Manual,First,15.6,1196,70.02,5,394666.66666666674,Ford,Figo,Economy,5,6750.0
Mini Cooper S,Mumbai,2016,14000.0,Petrol,Automatic,First,13.6,1598,181.0,4,1083000.0,Mini,Cooper,Luxury,3,4666.666666666667
Hyundai Creta 1.6 CRDi SX,Bangalore,2015,29000.0,Diesel,Manual,First,19.67,1582,126.2,5,1228333.3333333333,Hyundai,Creta,Luxury,4,7250.0
Mahindra XUV500 W8 2WD,Kochi,2015,67365.0,Diesel,Manual,First,15.1,2179,140.0,7,1416666.6666666665,Mahindra,XUV500,Luxury,4,16841.25
Mahindra XUV500 W8 2WD,Coimbatore,2014,67791.0,Diesel,Manual,First,15.1,2179,140.0,7,961000.0,Mahindra,XUV500,Mid-range,5,13558.2
Mahindra Thar CRDe AC,Hyderabad,2016,20000.0,Diesel,Manual,First,16.55,2498,105.0,6,2933333.333333333,Mahindra,Thar,Ultra-Luxury,3,6666.666666666667
Maruti Swift Dzire VDi,Jaipur,2011,90198.0,Diesel,Manual,Second,19.3,1248,73.9,5,311999.99999999994,Maruti,Swift,Economy,8,11274.75
Hyundai i10 Sportz 1.1L,Pune,2010,77000.0,Petrol,Manual,First,19.81,1086,68.05,5,273333.3333333333,Hyundai,i10,Economy,9,8555.555555555555
Maruti Ciaz VXi,Kochi,2017,42520.0,Petrol,Manual,First,20.73,1373,91.1,5,757333.3333333334,Maruti,Ciaz,Mid-range,2,21260.0
Maruti Wagon R LXI DUO BSIII,Jaipur,2009,87829.0,LPG,Manual,First,25.95,1061,57.5,5,336666.6666666667,Maruti,Wagon,Economy,10,8782.9
Maruti Baleno Delta CVT,Ahmedabad,2017,21701.0,Petrol,Automatic,First,21.4,1197,83.1,5,588666.6666666666,Maruti,Baleno,Mid-range,2,10850.5
Maruti Alto LX BSIII,Coimbatore,2008,86033.0,Petrol,Manual,First,19.7,796,46.3,5,238666.66666666666,Maruti,Alto,Economy,11,7821.181818181818
Hyundai Xcent 1.2 Kappa S Option,Mumbai,2015,25000.0,Petrol,Manual,First,19.1,1197,81.86,5,538333.3333333333,Hyundai,Xcent,Mid-range,4,6250.0
Toyota Corolla Altis Diesel D4DG,Kolkata,2011,45000.0,Diesel,Manual,First,21.43,1364,87.2,5,468333.3333333334,Toyota,Corolla,Economy,8,5625.0
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2018,22987.0,Petrol,Manual,First,16.47,1198,73.9,5,500000.0,Volkswagen,Polo,Mid-range,1,22987.0
Hyundai i10 Era,Jaipur,2009,48725.0,Petrol,Manual,First,19.81,1086,68.05,5,381000.00000000006,Hyundai,i10,Economy,10,4872.5
Hyundai Grand i10 1.2 Kappa Sportz,Hyderabad,2013,42500.0,Petrol,Manual,First,18.9,1197,81.86,5,450666.6666666667,Hyundai,Grand,Economy,6,7083.333333333333
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2014,35000.0,Petrol,Automatic,First,17.1,1591,121.4,5,896666.6666666666,Hyundai,Verna,Mid-range,5,7000.0
Ford Fiesta 1.4 SXi TDCi ABS,Bangalore,2014,56000.0,Diesel,Manual,Second,17.8,1399,68.0,5,258000.0,Ford,Fiesta,Economy,5,11200.0
Tata Xenon XT EX 4X2,Hyderabad,2014,10000.0,Diesel,Manual,First,13.49,2179,138.03,5,3780000.0000000005,Tata,Xenon,Ultra-Luxury,5,2000.0
Maruti Alto K10 2010-2014 VXI,Mumbai,2010,15669.0,Petrol,Manual,First,20.92,998,67.1,5,375333.3333333333,Maruti,Alto,Economy,9,1741.0
Audi A6 2011-2015 35 TDI Premium,Kochi,2016,55331.0,Diesel,Automatic,First,17.68,1968,174.33,5,1461666.6666666667,Audi,A6,Luxury,3,18443.666666666668
Renault Duster 85PS Diesel RxL Optional,Pune,2015,44535.0,Diesel,Manual,First,20.46,1461,83.8,5,677666.6666666666,Renault,Duster,Mid-range,4,11133.75
Mahindra Thar 4X4,Delhi,2012,74000.0,Diesel,Manual,First,16.55,2498,105.0,7,1115000.0,Mahindra,Thar,Luxury,7,10571.42857142857
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2014,77901.0,Diesel,Manual,First,12.99,2494,100.6,7,1192333.3333333333,Toyota,Innova,Luxury,5,15580.2
Maruti Swift Dzire VXi,Kolkata,2010,58186.0,Petrol,Manual,First,17.5,1298,85.8,5,406666.6666666666,Maruti,Swift,Economy,9,6465.111111111111
Chevrolet Aveo 1.6 LT,Mumbai,2010,30000.0,Petrol,Manual,First,14.2,1598,102.0,5,1025666.6666666666,Chevrolet,Aveo,Luxury,9,3333.3333333333335
Toyota Etios GD,Bangalore,2012,90000.0,Diesel,Manual,First,23.59,1364,73.0,5,680333.3333333334,Toyota,Etios,Mid-range,7,12857.142857142857
Jaguar XE Portfolio,Coimbatore,2018,14730.0,Petrol,Automatic,First,13.5,1999,246.74,5,2562000.0,Jaguar,XE,Ultra-Luxury,1,14730.0
Maruti Alto LXi,Jaipur,2013,40000.0,Petrol,Manual,Second,19.7,796,46.3,5,227999.99999999997,Maruti,Alto,Economy,6,6666.666666666667
Chevrolet Aveo U-VA 1.2 LS,Chennai,2007,88107.0,Petrol,Manual,Second,15.26,1150,74.9,5,389333.3333333333,Chevrolet,Aveo,Economy,12,7342.25
Volkswagen Vento 1.5 TDI Highline,Delhi,2012,53226.0,Diesel,Manual,Second,20.64,1498,108.5,5,949000.0,Volkswagen,Vento,Mid-range,7,7603.714285714285
Maruti Swift VDI BSIV,Hyderabad,2013,76000.0,Diesel,Manual,First,25.2,1248,74.0,5,439999.99999999994,Maruti,Swift,Economy,6,12666.666666666666
